unique_size_id,unique_color_id,color_product_id,size,size_label,20251020_142441_available,20251020_142441_price,20251020_142441_original_price,20251020_142441_discount_percent
PROD-BBD0CB55_DEFAULT_7,PROD-BBD0CB55_DEFAULT,DEFAULT,7,M 7 / W 8.5,False,220,220,0
PROD-BBD0CB55_DEFAULT_7.5,PROD-BBD0CB55_DEFAULT,DEFAULT,7.5,M 7.5 / W 9,False,220,220,0
PROD-BBD0CB55_DEFAULT_8,PROD-BBD0CB55_DEFAULT,DEFAULT,8,M 8 / W 9.5,True,220,220,0
PROD-BBD0CB55_DEFAULT_8.5,PROD-BBD0CB55_DEFAULT,DEFAULT,8.5,M 8.5 / W 10,True,220,220,0
PROD-BBD0CB55_DEFAULT_9,PROD-BBD0CB55_DEFAULT,DEFAULT,9,M 9 / W 10.5,True,220,220,0
PROD-BBD0CB55_DEFAULT_9.5,PROD-BBD0CB55_DEFAULT,DEFAULT,9.5,M 9.5 / W 11,False,220,220,0
PROD-BBD0CB55_DEFAULT_10,PROD-BBD0CB55_DEFAULT,DEFAULT,10,M 10 / W 11.5,True,220,220,0
PROD-BBD0CB55_DEFAULT_10.5,PROD-BBD0CB55_DEFAULT,DEFAULT,10.5,M 10.5 / W 12,False,220,220,0
PROD-BBD0CB55_DEFAULT_11,PROD-BBD0CB55_DEFAULT,DEFAULT,11,M 11 / W 12.5,False,220,220,0
PROD-BBD0CB55_DEFAULT_11.5,PROD-BBD0CB55_DEFAULT,DEFAULT,11.5,M 11.5 / W 13,False,220,220,0
PROD-BBD0CB55_DEFAULT_12,PROD-BBD0CB55_DEFAULT,DEFAULT,12,M 12 / W 13.5,False,220,220,0
PROD-BBD0CB55_DEFAULT_12.5,PROD-BBD0CB55_DEFAULT,DEFAULT,12.5,M 12.5 / W 14,False,220,220,0
PROD-BBD0CB55_DEFAULT_13,PROD-BBD0CB55_DEFAULT,DEFAULT,13,M 13 / W 14.5,False,220,220,0
PROD-BBD0CB55_DEFAULT_14,PROD-BBD0CB55_DEFAULT,DEFAULT,14,M 14 / W 15.5,False,220,220,0
PROD-BBD0CB55_DEFAULT_15,PROD-BBD0CB55_DEFAULT,DEFAULT,15,M 15 / W 16.5,False,220,220,0
PROD-BBD0CB55_DEFAULT_16,PROD-BBD0CB55_DEFAULT,DEFAULT,16,M 16 / W 17.5,False,220,220,0
PROD-BBD0CB55_DEFAULT_17,PROD-BBD0CB55_DEFAULT,DEFAULT,17,M 17 / W 18.5,False,220,220,0
PROD-BBD0CB55_DEFAULT_18,PROD-BBD0CB55_DEFAULT,DEFAULT,18,M 18 / W 19.5,False,220,220,0
PROD-F453BC18_CW2288-111_3.5,PROD-F453BC18_CW2288-111,CW2288-111,3.5,M 3.5 / W 5,False,115,115,0
PROD-F453BC18_CW2288-111_4,PROD-F453BC18_CW2288-111,CW2288-111,4,M 4 / W 5.5,False,115,115,0
PROD-F453BC18_CW2288-111_4.5,PROD-F453BC18_CW2288-111,CW2288-111,4.5,M 4.5 / W 6,False,115,115,0
PROD-F453BC18_CW2288-111_5,PROD-F453BC18_CW2288-111,CW2288-111,5,M 5 / W 6.5,False,115,115,0
PROD-F453BC18_CW2288-111_5.5,PROD-F453BC18_CW2288-111,CW2288-111,5.5,M 5.5 / W 7,False,115,115,0
PROD-F453BC18_CW2288-111_6,PROD-F453BC18_CW2288-111,CW2288-111,6,M 6 / W 7.5,True,115,115,0
PROD-F453BC18_CW2288-111_6.5,PROD-F453BC18_CW2288-111,CW2288-111,6.5,M 6.5 / W 8,True,115,115,0
PROD-F453BC18_CW2288-111_7,PROD-F453BC18_CW2288-111,CW2288-111,7,M 7 / W 8.5,True,115,115,0
PROD-F453BC18_CW2288-111_7.5,PROD-F453BC18_CW2288-111,CW2288-111,7.5,M 7.5 / W 9,True,115,115,0
PROD-F453BC18_CW2288-111_8,PROD-F453BC18_CW2288-111,CW2288-111,8,M 8 / W 9.5,True,115,115,0
PROD-F453BC18_CW2288-111_8.5,PROD-F453BC18_CW2288-111,CW2288-111,8.5,M 8.5 / W 10,True,115,115,0
PROD-F453BC18_CW2288-111_9,PROD-F453BC18_CW2288-111,CW2288-111,9,M 9 / W 10.5,True,115,115,0
PROD-F453BC18_CW2288-111_9.5,PROD-F453BC18_CW2288-111,CW2288-111,9.5,M 9.5 / W 11,True,115,115,0
PROD-F453BC18_CW2288-111_10,PROD-F453BC18_CW2288-111,CW2288-111,10,M 10 / W 11.5,True,115,115,0
PROD-F453BC18_CW2288-111_10.5,PROD-F453BC18_CW2288-111,CW2288-111,10.5,M 10.5 / W 12,True,115,115,0
PROD-F453BC18_CW2288-111_11,PROD-F453BC18_CW2288-111,CW2288-111,11,M 11 / W 12.5,True,115,115,0
PROD-F453BC18_CW2288-111_11.5,PROD-F453BC18_CW2288-111,CW2288-111,11.5,M 11.5 / W 13,True,115,115,0
PROD-F453BC18_CW2288-111_12,PROD-F453BC18_CW2288-111,CW2288-111,12,M 12 / W 13.5,True,115,115,0
PROD-F453BC18_CW2288-111_12.5,PROD-F453BC18_CW2288-111,CW2288-111,12.5,M 12.5 / W 14,True,115,115,0
PROD-F453BC18_CW2288-111_13,PROD-F453BC18_CW2288-111,CW2288-111,13,M 13 / W 14.5,True,115,115,0
PROD-F453BC18_CW2288-111_14,PROD-F453BC18_CW2288-111,CW2288-111,14,M 14 / W 15.5,True,115,115,0
PROD-F453BC18_CW2288-111_15,PROD-F453BC18_CW2288-111,CW2288-111,15,M 15 / W 16.5,True,115,115,0
PROD-F453BC18_CW2288-111_16,PROD-F453BC18_CW2288-111,CW2288-111,16,M 16 / W 17.5,True,115,115,0
PROD-F453BC18_CW2288-111_17,PROD-F453BC18_CW2288-111,CW2288-111,17,M 17 / W 18.5,True,115,115,0
PROD-F453BC18_CW2288-111_18,PROD-F453BC18_CW2288-111,CW2288-111,18,M 18 / W 19.5,True,115,115,0
PROD-F453BC18_CT2302-002_6,PROD-F453BC18_CT2302-002,CT2302-002,6,M 6 / W 7.5,True,115,115,0
PROD-F453BC18_CT2302-002_6.5,PROD-F453BC18_CT2302-002,CT2302-002,6.5,M 6.5 / W 8,True,115,115,0
PROD-F453BC18_CT2302-002_7,PROD-F453BC18_CT2302-002,CT2302-002,7,M 7 / W 8.5,True,115,115,0
PROD-F453BC18_CT2302-002_7.5,PROD-F453BC18_CT2302-002,CT2302-002,7.5,M 7.5 / W 9,True,115,115,0
PROD-F453BC18_CT2302-002_8,PROD-F453BC18_CT2302-002,CT2302-002,8,M 8 / W 9.5,True,115,115,0
PROD-F453BC18_CT2302-002_8.5,PROD-F453BC18_CT2302-002,CT2302-002,8.5,M 8.5 / W 10,True,115,115,0
PROD-F453BC18_CT2302-002_9,PROD-F453BC18_CT2302-002,CT2302-002,9,M 9 / W 10.5,True,115,115,0
PROD-F453BC18_CT2302-002_9.5,PROD-F453BC18_CT2302-002,CT2302-002,9.5,M 9.5 / W 11,True,115,115,0
PROD-F453BC18_CT2302-002_10,PROD-F453BC18_CT2302-002,CT2302-002,10,M 10 / W 11.5,True,115,115,0
PROD-F453BC18_CT2302-002_10.5,PROD-F453BC18_CT2302-002,CT2302-002,10.5,M 10.5 / W 12,True,115,115,0
PROD-F453BC18_CT2302-002_11,PROD-F453BC18_CT2302-002,CT2302-002,11,M 11 / W 12.5,True,115,115,0
PROD-F453BC18_CT2302-002_11.5,PROD-F453BC18_CT2302-002,CT2302-002,11.5,M 11.5 / W 13,True,115,115,0
PROD-F453BC18_CT2302-002_12,PROD-F453BC18_CT2302-002,CT2302-002,12,M 12 / W 13.5,True,115,115,0
PROD-F453BC18_CT2302-002_12.5,PROD-F453BC18_CT2302-002,CT2302-002,12.5,M 12.5 / W 14,True,115,115,0
PROD-F453BC18_CT2302-002_13,PROD-F453BC18_CT2302-002,CT2302-002,13,M 13 / W 14.5,True,115,115,0
PROD-F453BC18_CT2302-002_14,PROD-F453BC18_CT2302-002,CT2302-002,14,M 14 / W 15.5,True,115,115,0
PROD-F453BC18_CT2302-002_15,PROD-F453BC18_CT2302-002,CT2302-002,15,M 15 / W 16.5,True,115,115,0
PROD-F453BC18_CT2302-002_16,PROD-F453BC18_CT2302-002,CT2302-002,16,M 16 / W 17.5,False,115,115,0
PROD-F453BC18_CT2302-002_17,PROD-F453BC18_CT2302-002,CT2302-002,17,M 17 / W 18.5,False,115,115,0
PROD-F453BC18_CT2302-002_18,PROD-F453BC18_CT2302-002,CT2302-002,18,M 18 / W 19.5,False,115,115,0
PROD-F453BC18_CT2302-100_6,PROD-F453BC18_CT2302-100,CT2302-100,6,M 6 / W 7.5,True,115,115,0
PROD-F453BC18_CT2302-100_6.5,PROD-F453BC18_CT2302-100,CT2302-100,6.5,M 6.5 / W 8,True,115,115,0
PROD-F453BC18_CT2302-100_7,PROD-F453BC18_CT2302-100,CT2302-100,7,M 7 / W 8.5,True,115,115,0
PROD-F453BC18_CT2302-100_7.5,PROD-F453BC18_CT2302-100,CT2302-100,7.5,M 7.5 / W 9,True,115,115,0
PROD-F453BC18_CT2302-100_8,PROD-F453BC18_CT2302-100,CT2302-100,8,M 8 / W 9.5,True,115,115,0
PROD-F453BC18_CT2302-100_8.5,PROD-F453BC18_CT2302-100,CT2302-100,8.5,M 8.5 / W 10,True,115,115,0
PROD-F453BC18_CT2302-100_9,PROD-F453BC18_CT2302-100,CT2302-100,9,M 9 / W 10.5,True,115,115,0
PROD-F453BC18_CT2302-100_9.5,PROD-F453BC18_CT2302-100,CT2302-100,9.5,M 9.5 / W 11,True,115,115,0
PROD-F453BC18_CT2302-100_10,PROD-F453BC18_CT2302-100,CT2302-100,10,M 10 / W 11.5,True,115,115,0
PROD-F453BC18_CT2302-100_10.5,PROD-F453BC18_CT2302-100,CT2302-100,10.5,M 10.5 / W 12,True,115,115,0
PROD-F453BC18_CT2302-100_11,PROD-F453BC18_CT2302-100,CT2302-100,11,M 11 / W 12.5,True,115,115,0
PROD-F453BC18_CT2302-100_11.5,PROD-F453BC18_CT2302-100,CT2302-100,11.5,M 11.5 / W 13,True,115,115,0
PROD-F453BC18_CT2302-100_12,PROD-F453BC18_CT2302-100,CT2302-100,12,M 12 / W 13.5,True,115,115,0
PROD-F453BC18_CT2302-100_12.5,PROD-F453BC18_CT2302-100,CT2302-100,12.5,M 12.5 / W 14,True,115,115,0
PROD-F453BC18_CT2302-100_13,PROD-F453BC18_CT2302-100,CT2302-100,13,M 13 / W 14.5,True,115,115,0
PROD-F453BC18_CT2302-100_14,PROD-F453BC18_CT2302-100,CT2302-100,14,M 14 / W 15.5,True,115,115,0
PROD-F453BC18_CT2302-100_15,PROD-F453BC18_CT2302-100,CT2302-100,15,M 15 / W 16.5,True,115,115,0
PROD-F453BC18_CT2302-100_16,PROD-F453BC18_CT2302-100,CT2302-100,16,M 16 / W 17.5,False,115,115,0
PROD-F453BC18_CT2302-100_17,PROD-F453BC18_CT2302-100,CT2302-100,17,M 17 / W 18.5,True,115,115,0
PROD-F453BC18_CT2302-100_18,PROD-F453BC18_CT2302-100,CT2302-100,18,M 18 / W 19.5,True,115,115,0
PROD-F453BC18_CW2288-001_4,PROD-F453BC18_CW2288-001,CW2288-001,4,M 4 / W 5.5,False,115,115,0
PROD-F453BC18_CW2288-001_4.5,PROD-F453BC18_CW2288-001,CW2288-001,4.5,M 4.5 / W 6,False,115,115,0
PROD-F453BC18_CW2288-001_5,PROD-F453BC18_CW2288-001,CW2288-001,5,M 5 / W 6.5,False,115,115,0
PROD-F453BC18_CW2288-001_5.5,PROD-F453BC18_CW2288-001,CW2288-001,5.5,M 5.5 / W 7,False,115,115,0
PROD-F453BC18_CW2288-001_6,PROD-F453BC18_CW2288-001,CW2288-001,6,M 6 / W 7.5,True,115,115,0
PROD-F453BC18_CW2288-001_6.5,PROD-F453BC18_CW2288-001,CW2288-001,6.5,M 6.5 / W 8,True,115,115,0
PROD-F453BC18_CW2288-001_7,PROD-F453BC18_CW2288-001,CW2288-001,7,M 7 / W 8.5,True,115,115,0
PROD-F453BC18_CW2288-001_7.5,PROD-F453BC18_CW2288-001,CW2288-001,7.5,M 7.5 / W 9,True,115,115,0
PROD-F453BC18_CW2288-001_8,PROD-F453BC18_CW2288-001,CW2288-001,8,M 8 / W 9.5,True,115,115,0
PROD-F453BC18_CW2288-001_8.5,PROD-F453BC18_CW2288-001,CW2288-001,8.5,M 8.5 / W 10,True,115,115,0
PROD-F453BC18_CW2288-001_9,PROD-F453BC18_CW2288-001,CW2288-001,9,M 9 / W 10.5,True,115,115,0
PROD-F453BC18_CW2288-001_9.5,PROD-F453BC18_CW2288-001,CW2288-001,9.5,M 9.5 / W 11,True,115,115,0
PROD-F453BC18_CW2288-001_10,PROD-F453BC18_CW2288-001,CW2288-001,10,M 10 / W 11.5,True,115,115,0
PROD-F453BC18_CW2288-001_10.5,PROD-F453BC18_CW2288-001,CW2288-001,10.5,M 10.5 / W 12,True,115,115,0
PROD-F453BC18_CW2288-001_11,PROD-F453BC18_CW2288-001,CW2288-001,11,M 11 / W 12.5,True,115,115,0
PROD-F453BC18_CW2288-001_11.5,PROD-F453BC18_CW2288-001,CW2288-001,11.5,M 11.5 / W 13,True,115,115,0
PROD-F453BC18_CW2288-001_12,PROD-F453BC18_CW2288-001,CW2288-001,12,M 12 / W 13.5,True,115,115,0
PROD-F453BC18_CW2288-001_12.5,PROD-F453BC18_CW2288-001,CW2288-001,12.5,M 12.5 / W 14,True,115,115,0
PROD-F453BC18_CW2288-001_13,PROD-F453BC18_CW2288-001,CW2288-001,13,M 13 / W 14.5,True,115,115,0
PROD-F453BC18_CW2288-001_14,PROD-F453BC18_CW2288-001,CW2288-001,14,M 14 / W 15.5,True,115,115,0
PROD-F453BC18_CW2288-001_15,PROD-F453BC18_CW2288-001,CW2288-001,15,M 15 / W 16.5,True,115,115,0
PROD-F453BC18_CW2288-001_16,PROD-F453BC18_CW2288-001,CW2288-001,16,M 16 / W 17.5,False,115,115,0
PROD-F453BC18_CW2288-001_17,PROD-F453BC18_CW2288-001,CW2288-001,17,M 17 / W 18.5,True,115,115,0
PROD-F453BC18_CW2288-001_18,PROD-F453BC18_CW2288-001,CW2288-001,18,M 18 / W 19.5,True,115,115,0
PROD-45D537D5_DEFAULT_7,PROD-45D537D5_DEFAULT,DEFAULT,7,M 7 / W 8.5,True,205,205,0
PROD-45D537D5_DEFAULT_7.5,PROD-45D537D5_DEFAULT,DEFAULT,7.5,M 7.5 / W 9,False,205,205,0
PROD-45D537D5_DEFAULT_8,PROD-45D537D5_DEFAULT,DEFAULT,8,M 8 / W 9.5,True,205,205,0
PROD-45D537D5_DEFAULT_8.5,PROD-45D537D5_DEFAULT,DEFAULT,8.5,M 8.5 / W 10,True,205,205,0
PROD-45D537D5_DEFAULT_9,PROD-45D537D5_DEFAULT,DEFAULT,9,M 9 / W 10.5,True,205,205,0
PROD-45D537D5_DEFAULT_9.5,PROD-45D537D5_DEFAULT,DEFAULT,9.5,M 9.5 / W 11,True,205,205,0
PROD-45D537D5_DEFAULT_10,PROD-45D537D5_DEFAULT,DEFAULT,10,M 10 / W 11.5,True,205,205,0
PROD-45D537D5_DEFAULT_10.5,PROD-45D537D5_DEFAULT,DEFAULT,10.5,M 10.5 / W 12,True,205,205,0
PROD-45D537D5_DEFAULT_11,PROD-45D537D5_DEFAULT,DEFAULT,11,M 11 / W 12.5,True,205,205,0
PROD-45D537D5_DEFAULT_11.5,PROD-45D537D5_DEFAULT,DEFAULT,11.5,M 11.5 / W 13,True,205,205,0
PROD-45D537D5_DEFAULT_12,PROD-45D537D5_DEFAULT,DEFAULT,12,M 12 / W 13.5,True,205,205,0
PROD-45D537D5_DEFAULT_12.5,PROD-45D537D5_DEFAULT,DEFAULT,12.5,M 12.5 / W 14,False,205,205,0
PROD-45D537D5_DEFAULT_13,PROD-45D537D5_DEFAULT,DEFAULT,13,M 13 / W 14.5,False,205,205,0
PROD-45D537D5_DEFAULT_14,PROD-45D537D5_DEFAULT,DEFAULT,14,M 14 / W 15.5,False,205,205,0
PROD-45D537D5_DEFAULT_15,PROD-45D537D5_DEFAULT,DEFAULT,15,M 15 / W 16.5,False,205,205,0
PROD-45D537D5_DEFAULT_16,PROD-45D537D5_DEFAULT,DEFAULT,16,M 16 / W 17.5,False,205,205,0
PROD-45D537D5_DEFAULT_17,PROD-45D537D5_DEFAULT,DEFAULT,17,M 17 / W 18.5,False,205,205,0
PROD-45D537D5_DEFAULT_18,PROD-45D537D5_DEFAULT,DEFAULT,18,M 18 / W 19.5,False,205,205,0
PROD-F8C25FA1_DEFAULT_3.5,PROD-F8C25FA1_DEFAULT,DEFAULT,3.5,M 3.5 / W 5,False,185,185,0
PROD-F8C25FA1_DEFAULT_4,PROD-F8C25FA1_DEFAULT,DEFAULT,4,M 4 / W 5.5,True,185,185,0
PROD-F8C25FA1_DEFAULT_4.5,PROD-F8C25FA1_DEFAULT,DEFAULT,4.5,M 4.5 / W 6,False,185,185,0
PROD-F8C25FA1_DEFAULT_5,PROD-F8C25FA1_DEFAULT,DEFAULT,5,M 5 / W 6.5,False,185,185,0
PROD-F8C25FA1_DEFAULT_5.5,PROD-F8C25FA1_DEFAULT,DEFAULT,5.5,M 5.5 / W 7,False,185,185,0
PROD-F8C25FA1_DEFAULT_6,PROD-F8C25FA1_DEFAULT,DEFAULT,6,M 6 / W 7.5,False,185,185,0
PROD-F8C25FA1_DEFAULT_6.5,PROD-F8C25FA1_DEFAULT,DEFAULT,6.5,M 6.5 / W 8,True,185,185,0
PROD-F8C25FA1_DEFAULT_7,PROD-F8C25FA1_DEFAULT,DEFAULT,7,M 7 / W 8.5,True,185,185,0
PROD-F8C25FA1_DEFAULT_7.5,PROD-F8C25FA1_DEFAULT,DEFAULT,7.5,M 7.5 / W 9,False,185,185,0
PROD-F8C25FA1_DEFAULT_8,PROD-F8C25FA1_DEFAULT,DEFAULT,8,M 8 / W 9.5,True,185,185,0
PROD-F8C25FA1_DEFAULT_8.5,PROD-F8C25FA1_DEFAULT,DEFAULT,8.5,M 8.5 / W 10,True,185,185,0
PROD-F8C25FA1_DEFAULT_9,PROD-F8C25FA1_DEFAULT,DEFAULT,9,M 9 / W 10.5,True,185,185,0
PROD-F8C25FA1_DEFAULT_9.5,PROD-F8C25FA1_DEFAULT,DEFAULT,9.5,M 9.5 / W 11,True,185,185,0
PROD-F8C25FA1_DEFAULT_10,PROD-F8C25FA1_DEFAULT,DEFAULT,10,M 10 / W 11.5,True,185,185,0
PROD-F8C25FA1_DEFAULT_10.5,PROD-F8C25FA1_DEFAULT,DEFAULT,10.5,M 10.5 / W 12,True,185,185,0
PROD-F8C25FA1_DEFAULT_11,PROD-F8C25FA1_DEFAULT,DEFAULT,11,M 11 / W 12.5,True,185,185,0
PROD-F8C25FA1_DEFAULT_11.5,PROD-F8C25FA1_DEFAULT,DEFAULT,11.5,M 11.5 / W 13,True,185,185,0
PROD-F8C25FA1_DEFAULT_12,PROD-F8C25FA1_DEFAULT,DEFAULT,12,M 12 / W 13.5,False,185,185,0
PROD-F8C25FA1_DEFAULT_12.5,PROD-F8C25FA1_DEFAULT,DEFAULT,12.5,M 12.5 / W 14,True,185,185,0
PROD-F8C25FA1_DEFAULT_13,PROD-F8C25FA1_DEFAULT,DEFAULT,13,M 13 / W 14.5,False,185,185,0
PROD-F8C25FA1_DEFAULT_14,PROD-F8C25FA1_DEFAULT,DEFAULT,14,M 14 / W 15.5,False,185,185,0
PROD-F8C25FA1_DEFAULT_15,PROD-F8C25FA1_DEFAULT,DEFAULT,15,M 15 / W 16.5,False,185,185,0
PROD-F8C25FA1_DEFAULT_16,PROD-F8C25FA1_DEFAULT,DEFAULT,16,M 16 / W 17.5,False,185,185,0
PROD-F8C25FA1_DEFAULT_17,PROD-F8C25FA1_DEFAULT,DEFAULT,17,M 17 / W 18.5,False,185,185,0
PROD-F8C25FA1_DEFAULT_18,PROD-F8C25FA1_DEFAULT,DEFAULT,18,M 18 / W 19.5,True,185,185,0
PROD-345C7DB7_DEFAULT_3.5,PROD-345C7DB7_DEFAULT,DEFAULT,3.5,M 3.5 / W 5,True,230,230,0
PROD-345C7DB7_DEFAULT_4,PROD-345C7DB7_DEFAULT,DEFAULT,4,M 4 / W 5.5,True,230,230,0
PROD-345C7DB7_DEFAULT_4.5,PROD-345C7DB7_DEFAULT,DEFAULT,4.5,M 4.5 / W 6,True,230,230,0
PROD-345C7DB7_DEFAULT_5,PROD-345C7DB7_DEFAULT,DEFAULT,5,M 5 / W 6.5,True,230,230,0
PROD-345C7DB7_DEFAULT_5.5,PROD-345C7DB7_DEFAULT,DEFAULT,5.5,M 5.5 / W 7,True,230,230,0
PROD-345C7DB7_DEFAULT_6,PROD-345C7DB7_DEFAULT,DEFAULT,6,M 6 / W 7.5,True,230,230,0
PROD-345C7DB7_DEFAULT_6.5,PROD-345C7DB7_DEFAULT,DEFAULT,6.5,M 6.5 / W 8,True,230,230,0
PROD-345C7DB7_DEFAULT_7,PROD-345C7DB7_DEFAULT,DEFAULT,7,M 7 / W 8.5,True,230,230,0
PROD-345C7DB7_DEFAULT_7.5,PROD-345C7DB7_DEFAULT,DEFAULT,7.5,M 7.5 / W 9,True,230,230,0
PROD-345C7DB7_DEFAULT_8,PROD-345C7DB7_DEFAULT,DEFAULT,8,M 8 / W 9.5,True,230,230,0
PROD-345C7DB7_DEFAULT_8.5,PROD-345C7DB7_DEFAULT,DEFAULT,8.5,M 8.5 / W 10,False,230,230,0
PROD-345C7DB7_DEFAULT_9,PROD-345C7DB7_DEFAULT,DEFAULT,9,M 9 / W 10.5,False,230,230,0
PROD-345C7DB7_DEFAULT_9.5,PROD-345C7DB7_DEFAULT,DEFAULT,9.5,M 9.5 / W 11,True,230,230,0
PROD-345C7DB7_DEFAULT_10,PROD-345C7DB7_DEFAULT,DEFAULT,10,M 10 / W 11.5,False,230,230,0
PROD-345C7DB7_DEFAULT_10.5,PROD-345C7DB7_DEFAULT,DEFAULT,10.5,M 10.5 / W 12,False,230,230,0
PROD-345C7DB7_DEFAULT_11,PROD-345C7DB7_DEFAULT,DEFAULT,11,M 11 / W 12.5,False,230,230,0
PROD-345C7DB7_DEFAULT_11.5,PROD-345C7DB7_DEFAULT,DEFAULT,11.5,M 11.5 / W 13,False,230,230,0
PROD-345C7DB7_DEFAULT_12,PROD-345C7DB7_DEFAULT,DEFAULT,12,M 12 / W 13.5,True,230,230,0
PROD-345C7DB7_DEFAULT_12.5,PROD-345C7DB7_DEFAULT,DEFAULT,12.5,M 12.5 / W 14,True,230,230,0
PROD-345C7DB7_DEFAULT_13,PROD-345C7DB7_DEFAULT,DEFAULT,13,M 13 / W 14.5,True,230,230,0
PROD-345C7DB7_DEFAULT_14,PROD-345C7DB7_DEFAULT,DEFAULT,14,M 14 / W 15.5,False,230,230,0
PROD-345C7DB7_DEFAULT_15,PROD-345C7DB7_DEFAULT,DEFAULT,15,M 15 / W 16.5,False,230,230,0
PROD-A56EFA71_HF5441-115_6,PROD-A56EFA71_HF5441-115,HF5441-115,6,M 6 / W 7.5,True,120,120,0
PROD-A56EFA71_HF5441-115_6.5,PROD-A56EFA71_HF5441-115,HF5441-115,6.5,M 6.5 / W 8,True,120,120,0
PROD-A56EFA71_HF5441-115_7,PROD-A56EFA71_HF5441-115,HF5441-115,7,M 7 / W 8.5,True,120,120,0
PROD-A56EFA71_HF5441-115_7.5,PROD-A56EFA71_HF5441-115,HF5441-115,7.5,M 7.5 / W 9,True,120,120,0
PROD-A56EFA71_HF5441-115_8,PROD-A56EFA71_HF5441-115,HF5441-115,8,M 8 / W 9.5,True,120,120,0
PROD-A56EFA71_HF5441-115_8.5,PROD-A56EFA71_HF5441-115,HF5441-115,8.5,M 8.5 / W 10,True,120,120,0
PROD-A56EFA71_HF5441-115_9,PROD-A56EFA71_HF5441-115,HF5441-115,9,M 9 / W 10.5,True,120,120,0
PROD-A56EFA71_HF5441-115_9.5,PROD-A56EFA71_HF5441-115,HF5441-115,9.5,M 9.5 / W 11,True,120,120,0
PROD-A56EFA71_HF5441-115_10,PROD-A56EFA71_HF5441-115,HF5441-115,10,M 10 / W 11.5,True,120,120,0
PROD-A56EFA71_HF5441-115_10.5,PROD-A56EFA71_HF5441-115,HF5441-115,10.5,M 10.5 / W 12,True,120,120,0
PROD-A56EFA71_HF5441-115_11,PROD-A56EFA71_HF5441-115,HF5441-115,11,M 11 / W 12.5,True,120,120,0
PROD-A56EFA71_HF5441-115_11.5,PROD-A56EFA71_HF5441-115,HF5441-115,11.5,M 11.5 / W 13,True,120,120,0
PROD-A56EFA71_HF5441-115_12,PROD-A56EFA71_HF5441-115,HF5441-115,12,M 12 / W 13.5,True,120,120,0
PROD-A56EFA71_HF5441-115_12.5,PROD-A56EFA71_HF5441-115,HF5441-115,12.5,M 12.5 / W 14,True,120,120,0
PROD-A56EFA71_HF5441-115_13,PROD-A56EFA71_HF5441-115,HF5441-115,13,M 13 / W 14.5,True,120,120,0
PROD-A56EFA71_HF5441-115_14,PROD-A56EFA71_HF5441-115,HF5441-115,14,M 14 / W 15.5,True,120,120,0
PROD-A56EFA71_HF5441-115_15,PROD-A56EFA71_HF5441-115,HF5441-115,15,M 15 / W 16.5,True,120,120,0
PROD-A56EFA71_IM6670-202_6,PROD-A56EFA71_IM6670-202,IM6670-202,6,M 6 / W 7.5,True,120,120,0
PROD-A56EFA71_IM6670-202_6.5,PROD-A56EFA71_IM6670-202,IM6670-202,6.5,M 6.5 / W 8,True,120,120,0
PROD-A56EFA71_IM6670-202_7,PROD-A56EFA71_IM6670-202,IM6670-202,7,M 7 / W 8.5,True,120,120,0
PROD-A56EFA71_IM6670-202_7.5,PROD-A56EFA71_IM6670-202,IM6670-202,7.5,M 7.5 / W 9,True,120,120,0
PROD-A56EFA71_IM6670-202_8,PROD-A56EFA71_IM6670-202,IM6670-202,8,M 8 / W 9.5,True,120,120,0
PROD-A56EFA71_IM6670-202_8.5,PROD-A56EFA71_IM6670-202,IM6670-202,8.5,M 8.5 / W 10,True,120,120,0
PROD-A56EFA71_IM6670-202_9,PROD-A56EFA71_IM6670-202,IM6670-202,9,M 9 / W 10.5,True,120,120,0
PROD-A56EFA71_IM6670-202_9.5,PROD-A56EFA71_IM6670-202,IM6670-202,9.5,M 9.5 / W 11,True,120,120,0
PROD-A56EFA71_IM6670-202_10,PROD-A56EFA71_IM6670-202,IM6670-202,10,M 10 / W 11.5,True,120,120,0
PROD-A56EFA71_IM6670-202_10.5,PROD-A56EFA71_IM6670-202,IM6670-202,10.5,M 10.5 / W 12,True,120,120,0
PROD-A56EFA71_IM6670-202_11,PROD-A56EFA71_IM6670-202,IM6670-202,11,M 11 / W 12.5,True,120,120,0
PROD-A56EFA71_IM6670-202_11.5,PROD-A56EFA71_IM6670-202,IM6670-202,11.5,M 11.5 / W 13,True,120,120,0
PROD-A56EFA71_IM6670-202_12,PROD-A56EFA71_IM6670-202,IM6670-202,12,M 12 / W 13.5,True,120,120,0
PROD-A56EFA71_IM6670-202_12.5,PROD-A56EFA71_IM6670-202,IM6670-202,12.5,M 12.5 / W 14,True,120,120,0
PROD-A56EFA71_IM6670-202_13,PROD-A56EFA71_IM6670-202,IM6670-202,13,M 13 / W 14.5,True,120,120,0
PROD-A56EFA71_IM6670-202_14,PROD-A56EFA71_IM6670-202,IM6670-202,14,M 14 / W 15.5,True,120,120,0
PROD-A56EFA71_IM6670-202_15,PROD-A56EFA71_IM6670-202,IM6670-202,15,M 15 / W 16.5,True,120,120,0
PROD-A56EFA71_IM2222-101_6,PROD-A56EFA71_IM2222-101,IM2222-101,6,M 6 / W 7.5,True,120,120,0
PROD-A56EFA71_IM2222-101_6.5,PROD-A56EFA71_IM2222-101,IM2222-101,6.5,M 6.5 / W 8,True,120,120,0
